section|theme|fr|pos|en|zh|note|exemple
ARGU|让步转折|Même si + 直陈式|conj.|Even if / Even though|即使|接直陈式，与 bien que 区分|Même si le prix augmente, la demande reste forte.
ARGU|让步转折|Malgré + 名词|prep.|Despite|尽管|后只能接名词，不接从句|Malgré les difficultés, le projet a abouti.
ARGU|让步转折|Or|conj.|Now / Yet|然而（引出转折事实）|书面高分连词|Or, les chiffres montrent le contraire.
ARGU|因果结果|Par conséquent / Ainsi|adv.|Consequently / Thus|因此|正式因果|Par conséquent, la ville a modifié sa politique.
ARGU|因果结果|C'est pourquoi|loc.|That is why|这就是为什么|结果连接|C'est pourquoi je soutiens cette proposition.
ARGU|因果结果|Étant donné que|conj.|Given that|鉴于|正式引出原因|Étant donné que les ressources sont limitées, il faut choisir.
ARGU|因果结果|Grâce à / À cause de|prep.|Thanks to / Because of|多亏/由于|grâce à 褒义，à cause de 贬义，必须区分|Grâce à ce programme, j'ai trouvé un emploi.
ARGU|因果结果|entraîner / provoquer|v.|to lead to / to cause|导致|因果动词，比 causer 高级|Cette décision a entraîné de nombreuses protestations.
ARGU|因果结果|avoir des répercussions sur|expr.|to have repercussions on|对……产生影响|高分搭配|Cela a des répercussions sur la vie quotidienne.
ARGU|结论|En conclusion / Pour conclure|loc.|In conclusion|总之|结尾必备|Pour conclure, je dirais que les deux approches sont complémentaires.
ARGU|结论|En somme / En définitive|loc.|All in all / Ultimately|总而言之|结尾轮换词|En définitive, la prudence s'impose.
ARGU|结论|il serait souhaitable de|expr.|it would be desirable to|最好能够|条件式建议，高分收尾|Il serait souhaitable de renforcer les contrôles.
ARGU|结论|un juste équilibre entre|expr.|a fair balance between|在……之间的平衡|万能折中结论|Il faut trouver un juste équilibre entre liberté et sécurité.
ARGU|结论|à condition que + 虚拟式|loc.|provided that|只要/条件是|带条件的结论，高分|Cette solution fonctionne, à condition que tous participent.
EE|Tâche1-称呼|Cher Monsieur / Chère Madame|expr.|Dear Sir / Dear Madam|尊敬的先生/女士|正式书信开头，形容词要配性|Chère Madame Tremblay,
EE|Tâche1-称呼|Salut + 名字|expr.|Hi + name|嗨，……|写给朋友，Tâche 1 常见|Salut Marie,
EE|Tâche1-称呼|Bonjour à tous|expr.|Hello everyone|大家好|写给群体（同事、邻居）|Bonjour à tous,
EE|Tâche1-开头|Je t'écris pour te parler de|expr.|I am writing to tell you about|我写信是想跟你说|非正式开头，tu 形式|Je t'écris pour te parler de mon déménagement.
EE|Tâche1-开头|Je vous écris afin de|expr.|I am writing in order to|我写信是为了|正式版，afin de 接原形|Je vous écris afin de signaler un problème.
EE|Tâche1-开头|J'espère que tu vas bien|expr.|I hope you are well|希望你一切都好|非正式垫句|Salut Paul, j'espère que tu vas bien !
EE|Tâche1-开头|Je me permets de vous contacter au sujet de|expr.|I am taking the liberty of contacting you about|冒昧就……联系您|最正式的开头，高分|Je me permets de vous contacter au sujet de l'annonce parue hier.
EE|Tâche1-开头|Suite à notre conversation|expr.|Further to our conversation|接我们之前的谈话|承接前文|Suite à notre conversation de mardi, voici les détails.
EE|Tâche1-请求|Pourriez-vous me faire savoir|expr.|Could you let me know|能否告知我|条件式礼貌请求|Pourriez-vous me faire savoir si la place est encore libre ?
EE|Tâche1-请求|Je vous serais reconnaissant(e) de|expr.|I would be grateful if you would|如蒙……不胜感激|最高级别礼貌，后接原形|Je vous serais reconnaissant de bien vouloir répondre rapidement.
EE|Tâche1-请求|Je vous prie de bien vouloir|expr.|I kindly ask you to|恳请您|正式书面请求|Je vous prie de bien vouloir examiner ma demande.
EE|Tâche1-请求|Serait-il possible de|expr.|Would it be possible to|是否可以|试探性请求|Serait-il possible d'obtenir un remboursement ?
EE|Tâche1-请求|J'aimerais que + 虚拟式|expr.|I would like … to|我希望……|aimer que 后必须虚拟式，考点|J'aimerais que vous me rappeliez demain.
EE|Tâche1-道歉|Je suis vraiment désolé(e) de|expr.|I am truly sorry for|我为……深感抱歉|后接原形或过去不定式|Je suis vraiment désolé de ne pas avoir répondu plus tôt.
EE|Tâche1-道歉|Veuillez m'excuser pour|expr.|Please excuse me for|请原谅我……|正式道歉，veuillez 是命令式|Veuillez m'excuser pour ce retard.
EE|Tâche1-道歉|Je vous prie de m'excuser|expr.|I beg your pardon|请您原谅|最正式道歉|Je vous prie de m'excuser pour ce contretemps.
EE|Tâche1-投诉|Je tiens à vous signaler que|expr.|I wish to report that|我要向您反映|投诉正式开场|Je tiens à vous signaler que le chauffage ne fonctionne plus.
EE|Tâche1-投诉|à plusieurs reprises|loc.|on several occasions|多次|强化投诉|Je vous ai contacté à plusieurs reprises, sans réponse.
EE|Tâche1-投诉|sans succès / en vain|loc.|without success / in vain|未果|投诉升级|J'ai essayé de vous joindre, mais en vain.
EE|Tâche1-投诉|Je compte sur vous pour|expr.|I am counting on you to|我指望您……|施压但礼貌|Je compte sur vous pour régler ce problème rapidement.
EE|Tâche1-投诉|dans les meilleurs délais|loc.|as soon as possible|尽快|正式催促，胜过 vite|Merci de traiter ma demande dans les meilleurs délais.
EE|Tâche1-结尾|Dans l'attente de votre réponse|expr.|Looking forward to your reply|静候回复|正式结尾固定句|Dans l'attente de votre réponse, je vous remercie.
EE|Tâche1-结尾|N'hésite pas à me contacter|expr.|Do not hesitate to contact me|随时联系我|非正式结尾|N'hésite pas à me contacter si tu as des questions.
EE|Tâche1-结尾|Je reste à votre disposition|expr.|I remain at your disposal|随时为您效劳|正式结尾高分|Je reste à votre disposition pour tout renseignement complémentaire.
EE|Tâche1-落款|Cordialement|expr.|Kind regards|此致|半正式最安全落款|Cordialement, Jian Zhou
EE|Tâche1-落款|Bien à toi / Bien à vous|expr.|Best wishes|祝好|偏熟识|Bien à toi, Jian
EE|Tâche1-落款|Je vous prie d'agréer mes salutations distinguées|expr.|Yours faithfully|顺致崇高敬意|最正式的法式落款，整句背下|Je vous prie d'agréer, Madame, mes salutations distinguées.
EE|Tâche1-落款|À bientôt ! / Bises|expr.|See you soon! / Hugs|回头见/亲亲|朋友之间，bises 只对熟人|À bientôt, Jian
EE|Tâche2-叙事|Il y a quelques mois|loc.|A few months ago|几个月前|Tâche 2 叙事开头|Il y a quelques mois, j'ai vécu une expérience marquante.
EE|Tâche2-叙事|Au début / Au bout de|loc.|At first / After (a period)|起初/经过……之后|时间推进|Au bout de trois semaines, tout allait mieux.
EE|Tâche2-叙事|Ce jour-là|loc.|That day|那天|叙事中定位时间|Ce jour-là, il neigeait énormément.
EE|Tâche2-叙事|Soudain / Tout à coup|adv.|Suddenly|突然|叙事转折|Tout à coup, la lumière s'est éteinte.
EE|Tâche2-叙事|Finalement|adv.|In the end|最终|叙事收束|Finalement, tout s'est bien passé.
EE|Tâche2-叙事|Ce qui m'a le plus marqué(e), c'est|expr.|What struck me most was|最让我印象深刻的是|叙事加评论的桥梁句，高分|Ce qui m'a le plus marqué, c'est l'accueil des gens.
EE|Tâche2-叙事|J'ai été agréablement surpris(e) par|expr.|I was pleasantly surprised by|我惊喜地发现|正面评论|J'ai été agréablement surpris par la qualité du service.
EE|Tâche2-叙事|Avec le recul|loc.|In hindsight|回过头看|成熟评论视角，高分|Avec le recul, je pense que c'était la bonne décision.
EE|Tâche2-叙事|Cette expérience m'a appris que|expr.|This experience taught me that|这段经历让我明白|Tâche 2 万能结论句|Cette expérience m'a appris que la patience est essentielle.
EE|Tâche2-叙事|Je recommande vivement|expr.|I strongly recommend|我强烈推荐|带建议的收尾|Je recommande vivement cette activité à tout le monde.
EE|通用|il s'agit de|expr.|it is about / it concerns|涉及的是|无人称结构，书面高频|Il s'agit d'un problème récurrent.
EE|通用|mettre en place|expr.|to set up / to implement|建立/实施|万能高分动词搭配|La ville a mis en place un nouveau service.
EE|通用|faire face à|expr.|to face / to cope with|面对|高分搭配|Les nouveaux arrivants font face à plusieurs défis.
EE|通用|tenir compte de|expr.|to take into account|考虑到|正式搭配|Il faut tenir compte du coût de la vie.
EE|通用|avoir recours à|expr.|to resort to|求助于|书面高分|De plus en plus de gens ont recours au télétravail.
EE|通用|permettre de + 原形|v.|to make it possible to|使得可以|万能句型|Cette mesure permet de réduire les coûts.
EE|通用|empêcher de + 原形|v.|to prevent from|阻止|与 permettre 成对|Le bruit m'empêche de dormir.
CANADA|加法差异|le courriel|n.m.|email|电子邮件|魁北克坚持用 courriel，法国说 e-mail/mail|Je vous enverrai les documents par courriel.
CANADA|加法差异|le stationnement|n.m.|parking|停车场/停车位|魁北克不说 parking，这是高频听力词|Le stationnement est gratuit le soir.
CANADA|加法差异|la fin de semaine|n.f.|weekend|周末|魁北克不说 week-end，TCF 听力常出现|On se voit la fin de semaine prochaine ?
CANADA|加法差异|magasiner / le magasinage|v./n.m.|to shop / shopping|购物|魁北克说法，法国说 faire du shopping|Je vais magasiner cet après-midi.
CANADA|加法差异|le dépanneur|n.m.|convenience store|便利店|魁北克独有词，考试与生活双高频|Il y a un dépanneur au coin de la rue.
CANADA|加法差异|le déjeuner / le dîner / le souper|n.m.|breakfast / lunch / dinner|早餐/午餐/晚餐|魁北克三餐名称整体前移一位，与法国不同，极易混|On se retrouve pour le souper à 18 h.
CANADA|加法差异|le char|n.m.|car|车|魁北克口语，正式场合用 la voiture|Mon char est au garage.
CANADA|加法差异|la job|n.f.|job|工作|魁北克口语且是阴性，法国说 le boulot|J'ai trouvé une bonne job.
CANADA|加法差异|le breuvage|n.m.|beverage|饮料|魁北克用法，法国说 la boisson|Quel breuvage désirez-vous ?
CANADA|加法差异|la traverse / le traversier|n.f./n.m.|crossing / ferry|人行横道/渡轮|魁北克用 traversier，法国说 ferry|Nous prendrons le traversier pour Lévis.
CANADA|加法差异|le cellulaire|n.m.|cell phone|手机|魁北克说 cellulaire，法国说 portable|Éteignez votre cellulaire, s'il vous plaît.
CANADA|加法差异|la piastre / la piasse|n.f.|dollar (slang)|块钱|魁北克口语说钱|Ça m'a coûté trente piasses.
CANADA|加法差异|présentement|adv.|currently|目前|魁北克常用，法国多说 actuellement|Je suis présentement en formation.
CANADA|加法差异|bienvenue !|expr.|you are welcome|不客气|魁北克特有回应 merci，法国说 de rien|— Merci ! — Bienvenue !
CANADA|加法差异|Bonjour-hi|expr.|Hello (bilingual greeting)|蒙特利尔双语问候|蒙特利尔商店特有现象，社会议题|À Montréal, on entend souvent « Bonjour-hi ».
CANADA|机构|le CLSC|n.m.|local community health centre|社区健康服务中心|魁北克医疗体系入口，听力必考缩写|Je dois prendre rendez-vous au CLSC.
CANADA|机构|la RAMQ|n.f.|Quebec health insurance board|魁北克医保局|发放 carte soleil 医保卡|Ma carte de la RAMQ expire en mars.
CANADA|机构|le cégep|n.m.|pre-university/technical college|大学预科兼技术学院|魁北克独有学制，高中与大学之间两年|Ma fille commence le cégep en septembre.
CANADA|机构|la SAQ|n.f.|Quebec liquor board|魁北克酒类专卖局|买酒只能去 SAQ|On achète le vin à la SAQ.
CANADA|机构|la SAAQ|n.f.|Quebec auto insurance board|魁北克车辆保险局|办驾照和车牌|Il faut renouveler le permis à la SAAQ.
CANADA|机构|Service Canada|n.pr.|Service Canada|加拿大服务部|办 NAS、assurance-emploi|Je me suis rendu à un bureau de Service Canada.
CANADA|机构|la garderie / le CPE|n.f./n.m.|daycare / early childhood centre|托儿所|魁北克补贴托儿是重要社会议题|Les places en garderie sont très demandées.
CANADA|机构|la commission scolaire / le centre de services scolaire|n.f./n.m.|school board|教育局|魁北克 2020 年改名，两种说法都可能听到|Le centre de services scolaire a annoncé une journée pédagogique.
CANADA|机构|la municipalité / la ville|n.f.|municipality / city|市政府|三级政府之一|La municipalité s'occupe du déneigement.
CANADA|移民身份|la résidence permanente|n.f.|permanent residence|永久居留|移民核心词|J'ai obtenu ma résidence permanente l'an dernier.
CANADA|移民身份|le résident permanent|n.m.|permanent resident|永久居民|身份称谓|Les résidents permanents peuvent travailler partout au Canada.
CANADA|移民身份|la citoyenneté canadienne|n.f.|Canadian citizenship|加拿大公民身份|入籍话题|La demande de citoyenneté prend plusieurs mois.
CANADA|移民身份|le permis de travail|n.m.|work permit|工作许可|临时身份|Mon permis de travail est valide deux ans.
CANADA|移民身份|le nouvel arrivant|n.m.|newcomer|新移民|加拿大官方常用词，比 immigrant 中性|Des ateliers gratuits sont offerts aux nouveaux arrivants.
CANADA|移民身份|le parrainage|n.m.|sponsorship|担保移民|家庭团聚|Elle a déposé une demande de parrainage pour ses parents.
CANADA|移民身份|l'intégration|n.f.|integration|融入|社会议题高频|L'intégration des nouveaux arrivants passe par la langue.
CANADA|移民身份|la francisation|n.f.|French-language training|法语培训（政府免费）|魁北克独有项目名，听力高频|Je suis des cours de francisation le soir.
CANADA|移民身份|l'équivalence de diplôme|n.f.|credential recognition|学历认证|就业障碍话题|L'équivalence de diplôme est un obstacle fréquent.
CANADA|移民身份|l'ordre professionnel|n.m.|professional order/regulatory body|职业行会|魁北克执业准入机构|Il faut être membre de l'ordre professionnel pour exercer.
CANADA|社会福利|le NAS (numéro d'assurance sociale)|n.m.|Social Insurance Number|社会保险号|工作必备，听力会念全称|Vous devez fournir votre NAS à l'employeur.
CANADA|社会福利|l'assurance-emploi|n.f.|Employment Insurance|就业保险|失业与产假津贴|Il touche l'assurance-emploi depuis deux mois.
CANADA|社会福利|le congé parental|n.m.|parental leave|育儿假|魁北克 RQAP 制度，社会议题|Le congé parental est partagé entre les deux parents.
CANADA|社会福利|les allocations familiales|n.f.pl.|child benefits|儿童福利金|家庭补贴|Les allocations familiales sont versées chaque mois.
CANADA|社会福利|le REER / le CELI|n.m.|RRSP / TFSA|注册退休储蓄计划/免税储蓄账户|加拿大理财必备缩写|Je cotise à mon REER chaque année.
CANADA|社会福利|la déclaration de revenus|n.f.|tax return|报税表|每年四月|J'ai produit ma déclaration de revenus en ligne.
CANADA|社会福利|le salaire minimum|n.m.|minimum wage|最低工资|社会议题|Le salaire minimum a augmenté en mai.
CANADA|冬季生活|le déneigement|n.m.|snow removal|除雪|加拿大冬季核心词，市政服务|Le déneigement des trottoirs relève de la ville.
CANADA|冬季生活|la tempête de neige|n.f.|snowstorm|暴风雪|听力通知类高频|Les écoles sont fermées à cause de la tempête de neige.
CANADA|冬季生活|la poudrerie|n.f.|blowing snow|吹雪|魁北克气象词，天气预报常见|La poudrerie réduit la visibilité sur l'autoroute.
CANADA|冬季生活|le verglas|n.m.|freezing rain / black ice|冻雨/地面结冰|加拿大冬季危险天气|Attention au verglas ce matin.
CANADA|冬季生活|la pelle à neige|n.f.|snow shovel|雪铲|生活场景|J'ai acheté une pelle à neige au magasin.
CANADA|冬季生活|les pneus d'hiver|n.m.pl.|winter tires|冬季轮胎|魁北克法律强制，12月至3月|Les pneus d'hiver sont obligatoires au Québec.
CANADA|冬季生活|la tuque / les mitaines|n.f.|toque / mittens|毛线帽/连指手套|魁北克特有说法|N'oublie pas ta tuque, il fait froid !
CANADA|冬季生活|le facteur vent / le refroidissement éolien|n.m.|wind chill|体感温度|天气预报固定表达|Avec le facteur vent, on ressent moins vingt.
CANADA|冬季生活|la canicule|n.f.|heat wave|酷暑|夏季对应词|Une canicule est annoncée pour la semaine prochaine.
CANADA|文化生活|la cabane à sucre|n.f.|sugar shack|枫糖屋|魁北克春季文化传统|Au printemps, on va à la cabane à sucre en famille.
CANADA|文化生活|le sirop d'érable|n.m.|maple syrup|枫糖浆|加拿大符号|Le Québec produit la majorité du sirop d'érable mondial.
CANADA|文化生活|la poutine|n.f.|poutine|肉汁奶酪薯条|魁北克国菜|La poutine est un plat emblématique du Québec.
CANADA|文化生活|le pourboire|n.m.|tip|小费|北美必须给，通常 15 到 20 个百分点|Le pourboire n'est pas inclus dans l'addition.
CANADA|文化生活|les Premières Nations / les Autochtones|n.f.pl./n.m.pl.|First Nations / Indigenous peoples|原住民|加拿大正确表述，社会议题必备|Les Autochtones représentent une part importante de l'histoire du pays.
CANADA|文化生活|le bilinguisme|n.m.|bilingualism|双语制|加拿大国策，议论题高频|Le bilinguisme est inscrit dans la Constitution canadienne.
CANADA|文化生活|la Loi 101 / la Charte de la langue française|n.f.|Bill 101 / Charter of the French Language|法语宪章|魁北克语言政策，社会议题核心|La Loi 101 impose le français comme langue de travail.
CANADA|文化生活|l'interculturalisme / le multiculturalisme|n.m.|interculturalism / multiculturalism|跨文化主义/多元文化主义|魁北克用前者，联邦用后者，区别是考点|Le Québec défend un modèle d'interculturalisme.
TRAVAIL|求职|l'offre d'emploi|n.f.|job posting|招聘启事|CE 小广告题高频|J'ai vu votre offre d'emploi sur votre site.
TRAVAIL|求职|le curriculum vitæ / le CV|n.m.|résumé / CV|简历|发音 cé-vé|Veuillez trouver ci-joint mon CV.
TRAVAIL|求职|la lettre de motivation|n.f.|cover letter|求职信|法语区必备文件|J'ai joint une lettre de motivation à ma candidature.
TRAVAIL|求职|poser sa candidature / postuler|v.|to apply|申请职位|postuler à un poste|Je souhaite postuler au poste d'adjoint administratif.
